"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Southern","SM1","2019-11-08","1","Bottom Water","0.2","0.021","0.5","94","6.3","<1","1","<0.002","0.012","0.008","7.9","0.4","33.4","3.5","0.85","2.6","25.6","0.04","0.61","0.62","0.03","2.4","<0.001","0.8"
"Southern","SM1","2019-12-06","1","Surface Water","0.4","0.029","1.4","94","6.9","<1","3","0.023","0.014","0.009","8.2","<0.2","33.6","2","0.71","11","20.9","0.07","0.29","0.33","0.02","3.9","0.001","1.6"
"Southern","SM1","2019-12-06","1","Middle Water","0.5","0.023","1.4","96","7","<1","1","0.017","0.013","0.008","8.2","<0.2","33.6","2","0.7","17","20.9","0.05","0.42","0.45","0.02","3.9","0.001","2.7"
"Southern","SM1","2019-12-06","1","Bottom Water","0.3","0.034","1.8","94","6.9","<1","1","0.01","0.012","0.009","8.2","<0.2","33.6","2","0.65","17","20.8","0.06","0.13","0.15","0.09","4.2","0.002","2.5"
"Southern","SM10","2019-01-11","1","Surface Water","0.7","0.11","0.9","70","5.2","<1","<1","0.12","0.025","0.022","8","1.2","33","3","1.2","8.4","20","0.26","0.32","0.47","0.04","1.9","0.003","2"
"Southern","SM10","2019-01-11","1","Bottom Water","0.8","0.1","1.6","95","7.2","3","5","0.12","0.025","0.021","8","0.7","33.1","3","1.2","11","19.3","0.25","0.27","0.42","0.03","2.2","0.003","2.2"
"Southern","SM10","2019-02-25","1","Surface Water","1.1","0.044","15","94","7.2","3","3","0.14","0.008","<0.002","8","1.8","30.8","2.6","0.18","3.8","19.8","0.19","0.4","0.55","0.03","0.9","0.001","1.7"
"Southern","SM10","2019-02-25","1","Bottom Water","1.6","0.035","17","104","7.9","5","9","0.13","0.006","<0.002","8","2.3","30.9","2.6","0.17","4.2","19.9","0.17","0.38","0.52","0.03","1.2","<0.001","1.7"
"Southern","SM10","2019-03-14","1","Surface Water","0.3","0.13","0.7","78","5.9","11","24","0.27","0.016","0.023","8","0.7","29.9","2.2","1.1","3.9","20.4","0.42","0.42","0.71","0.03","2.3","0.004","<0.5"
"Southern","SM10","2019-03-14","1","Bottom Water","0.3","0.13","1.1","84","6.4","8","15","0.28","0.016","0.022","8","0.7","29.9","2.2","1.1","4","20.4","0.43","0.47","0.77","0.03","2.2","0.004","0.7"
"Southern","SM10","2019-04-25","1","Surface Water","2.2","0.035","27","116","8","<1","<1","0.54","0.036","0.019","8.1","3.5","25.2","2.1","2.1","11","26.7","0.61","0.33","0.91","0.04","1.3","0.002","3.2"
"Southern","SM10","2019-04-25","1","Bottom Water","2.2","0.031","30","99","7","2","4","0.55","0.033","0.018","8","4.3","25.5","2.1","2","18","25.9","0.61","0.41","0.99","0.04","1.8","0.001","5.4"
"Southern","SM10","2019-05-17","1","Surface Water","1","0.02","3","100","6.8","<1","<1","0.27","0.014","0.003","7.9","2.1","28.3","3.5","0.49","7.2","27.3","0.3","0.2","0.48","<0.02","0.8","<0.001","2.6"
"Southern","SM10","2019-05-17","1","Bottom Water","0.8","0.041","1.9","80","5.5","8","15","0.27","0.015","0.007","7.9","0.9","29","3.5","0.64","9","26.2","0.33","0.28","0.57","0.02","1.6","0.001","2.2"
"Southern","SM10","2019-06-17","1","Surface Water","2","0.024","31","95","6.5","2","6","0.33","0.043","0.008","7.7","8","26","2.2","2.2","6.2","27.5","0.4","0.3","0.67","0.04","2.8","<0.001","2.3"
"Southern","SM10","2019-06-17","1","Bottom Water","1.1","0.046","19","93","6.4","12","13","0.35","0.049","0.016","7.7","5.9","26.1","2.2","2.7","8.4","27.4","0.45","0.32","0.72","0.04","2.9","0.001","1.9"
"Southern","SM10","2019-07-12","1","Surface Water","3","0.026","44","123","6.3","32","95","0.32","0.046","0.007","7.8","5.4","23.5","2.4","3.1","5.6","28.7","0.39","0.33","0.7","0.03","8.1","0.001","2.5"
"Southern","SM10","2019-07-12","1","Bottom Water","1.4","0.028","14","94","4.5","61","130","0.36","0.046","<0.002","7.4","2","25.4","2.4","2.9","5.3","27.5","0.43","0.14","0.55","0.04","9","<0.001","1.2"
"Southern","SM10","2019-08-15","1","Surface Water","2.1","0.057","14","102","6.7","6","23","0.28","0.056","0.008","8.2","3.7","26.4","2","1.2","9.8","29.4","0.39","0.2","0.54","<0.02","2.5","0.005","2.4"
"Southern","SM10","2019-08-15","1","Bottom Water","1.5","0.066","15","99","6.6","4","12","0.27","0.056","0.008","8.2","3.6","27","2","1.5","13","29.1","0.39","0.41","0.74","0.02","3","0.006","3"
"Southern","SM10","2019-09-05","1","Surface Water","0.8","0.074","4.1","85","5.8","4","16","0.32","0.065","0.022","8","1.1","27.8","1.9","2.9","9.8","27.7","0.46","0.21","0.6","0.05","6.3","0.004","2.2"
"Southern","SM10","2019-09-05","1","Bottom Water","0.8","0.07","4.6","62","4.2","3","20","0.31","0.067","0.023","8","<0.2","27.9","1.9","2.9","12","27.5","0.45","0.28","0.66","0.06","5.9","0.004","2.5"
"Southern","SM10","2019-10-14","1","Surface Water","0.6","0.084","6","85","5.5","8","57","0.15","0.079","0.016","7.9","1","30.6","1.5","1.4","16","29.1","0.31","0.52","0.75","0.04","6.7","0.004","3.5"
"Southern","SM10","2019-10-14","1","Bottom Water","0.4","0.047","4.9","64","4.1","3","46","0.14","0.077","0.008","7.8","<0.2","30.7","1.5","1.5","20","29.2","0.26","0.44","0.66","0.04","7.4","0.002","3.7"
"Southern","SM10","2019-11-07","1","Surface Water","1.6","0.015","12","89","6","<1","<1","0.031","0.076","0.003","8","4.4","32.2","2.5","0.83","4.7","26.2","0.12","0.64","0.75","0.05","3.9","<0.001","1.5"
"Southern","SM10","2019-11-07","1","Bottom Water","1.5","0.029","10","99","6.6","<1","1","0.079","0.043","0.008","8","3.6","32.2","2.5","0.9","4.6","26.2","0.15","1.1","1.22","0.05","3.7","0.001","1.4"
"Southern","SM10","2019-12-09","1","Surface Water","0.7","0.075","2.5","96","7.2","8","8","0.057","0.022","0.007","8.2","2.3","33.5","1.7","1.1","14","19.7","0.15","0.15","0.23","0.11","5.8","0.004","2"
"Southern","SM10","2019-12-09","1","Bottom Water","0.4","0.073","1.9","84","6.3","3","6","0.063","0.021","0.014","8.2","2.4","33.5","1.7","0.99","18","19.5","0.16","0.31","0.39","0.11","5","0.003","2.3"
"Southern","SM11","2019-01-11","1","Surface Water","0.5","0.074","1.1","79","5.9","<1","1","0.11","0.022","0.019","8","1.1","33","3","1.1","8.2","19.6","0.21","0.26","0.39","0.03","1.8","0.002","1.9"
"Southern","SM11","2019-01-11","1","Middle Water","0.7","0.056","1.7","96","7.3","5","5","0.11","0.024","0.018","8","1.1","33","3","1.1","10","19.2","0.19","0.38","0.51","0.04","2.2","0.002","2.1"
"Southern","SM11","2019-01-11","1","Bottom Water","0.6","0.059","1.5","95","7.2","6","10","0.11","0.022","0.018","8","0.6","33.1","3","1.1","14","19.1","0.19","0.4","0.53","0.03","2.7","0.002","3.6"
"Southern","SM11","2019-02-25","1","Surface Water","1.9","0.022","15","109","8.3","1","2","0.091","0.006","<0.002","8.1","2","31.1","3.1","0.11","2.6","19.9","0.12","0.5","0.6","0.03","0.7","<0.001","1.6"
"Southern","SM11","2019-02-25","1","Middle Water","1.5","0.012","16","117","8.9","4","7","0.092","0.005","<0.002","8.1","1.5","31.2","3.1","0.09","2","19.9","0.11","0.41","0.51","0.03","0.6","<0.001","1.3"
"Southern","SM11","2019-02-25","1","Bottom Water","1.2","0.028","16","110","8.4","19","26","0.081","0.005","<0.002","8","1.5","31.5","3.1","0.12","3.2","19.8","0.11","0.55","0.64","0.03","0.7","<0.001","1.6"
"Southern","SM11","2019-03-14","1","Surface Water","0.3","0.14","0.5","85","6.4","7","17","0.23","0.014","0.023","8","1.3","30.4","2.5","0.97","5","20.4","0.38","0.4","0.64","0.03","2.6","0.005","<0.5"
"Southern","SM11","2019-03-14","1","Middle Water","0.3","0.14","1","85","6.4","8","18","0.23","0.013","0.022","8","0.8","30.5","2.5","0.97","5.1","20.5","0.38","0.6","0.84","0.03","3.3","0.005","0.6"
"Southern","SM11","2019-03-14","1","Bottom Water","0.4","0.13","0.8","85","6.4","3","12","0.23","0.013","0.022","8","0.4","30.7","2.5","0.93","5.4","20.4","0.37","0.63","0.87","0.03","3.1","0.004","0.8"
"Southern","SM11","2019-04-25","1","Surface Water","2.2","0.042","28","101","7","1","1","0.4","0.03","0.017","8.2","4.6","26.4","2.3","1.5","14","26.3","0.47","0.37","0.8","0.04","1","0.003","3.8"
"Southern","SM11","2019-04-25","1","Middle Water","2.7","0.037","17","110","7.7","1","2","0.42","0.023","0.016","8","3.2","26.7","2.3","1.7","12","25.7","0.48","0.26","0.7","0.04","0.8","0.002","4.1"
"Southern","SM11","2019-04-25","1","Bottom Water","0.5","0.081","2.2","120","8.5","51","97","0.25","0.014","0.026","7.9","1.4","29.7","2.3","1.6","14","24.3","0.35","0.36","0.62","0.04","2.9","0.003","4.5"
"Southern","SM11","2019-05-17","1","Surface Water","1.2","0.02","5.5","88","6","2","3","0.25","0.012","<0.002","7.9","1.7","28.6","3","0.44","11","26.9","0.28","0.21","0.47","<0.02","0.8","<0.001","3.2"
"Southern","SM11","2019-05-17","1","Middle Water","1.1","0.012","5.9","84","5.7","1","1","0.24","0.012","0.003","7.9","2.5","28.7","3","0.42","7.4","26.5","0.26","0.26","0.51","<0.02","1.1","<0.001","2.1"
"Southern","SM11","2019-05-17","1","Bottom Water","1.4","0.02","11","102","7","2","3","0.21","0.014","0.005","7.8","1.7","29.2","3","0.66","14","26.1","0.24","0.25","0.47","<0.02","2.6","<0.001","3.9"
"Southern","SM11","2019-06-17","1","Surface Water","2.5","0.02","32","116","7.8","1","3","0.28","0.037","0.007","7.8","10","26.2","2","1.9","7.6","27.9","0.34","0.34","0.66","0.04","3.5","<0.001","2.7"
"Southern","SM11","2019-06-17","1","Middle Water","1.6","0.039","29","98","6.7","1","1","0.29","0.038","0.007","7.7","8","26.3","2","2.2","7.2","27.6","0.37","0.31","0.64","0.04","3.4","0.001","2.5"
"Southern","SM11","2019-06-17","1","Bottom Water","1.8","0.065","23","95","6.5","1","4","0.29","0.039","0.011","7.6","5.4","26.5","2","2.5","9.6","27.4","0.39","0.32","0.65","0.05","5.4","0.001","2.7"
"Southern","SM11","2019-07-12","1","Surface Water","3.8","0.05","53","148","6","3","5","0.27","0.043","0.006","7.9","6.5","23.3","2.3","1.8","5.3","29.2","0.36","0.37","0.68","0.03","8.1","0.003","2.6"
"Southern","SM11","2019-07-12","1","Middle Water","3.3","0.041","47","119","5.1","14","27","0.28","0.044","0.005","7.5","5.5","23.5","2.3","1.9","4.5","28.9","0.37","0.21","0.53","0.03","8","<0.001","1.7"
"Southern","SM11","2019-07-12","1","Bottom Water","0.7","0.064","2.6","137","4.3","56","140","0.32","0.039","<0.002","7.3","0.8","27.4","2.3","3","6.3","27","0.42","0.3","0.66","0.05","9.6","<0.001","1.1"
"Southern","SM11","2019-08-15","1","Surface Water","2.2","0.05","15","125","8.2","<1","13","0.17","0.037","0.005","8.3","7","26.8","2.2","0.57","8.2","29.6","0.26","0.22","0.43","<0.02","2.3","0.006","2.7"
"Southern","SM11","2019-08-15","1","Middle Water","1.7","0.056","20","109","7.1","4","9","0.2","0.042","0.006","8.3","3.1","27.4","2.2","0.96","10","29.3","0.3","0.3","0.54","0.02","1.9","0.006","2.5"
"Southern","SM11","2019-08-15","1","Bottom Water","1.1","0.12","6.7","64","4.2","20","38","0.17","0.041","0.025","8.1","4.9","29.9","2.2","2","15","28.3","0.33","0.4","0.61","0.04","3.3","0.008","3.3"
"Southern","SM11","2019-09-05","1","Surface Water","1.1","0.054","6","87","5.9","1","8","0.32","0.063","0.017","8.1","1.6","27.8","2.5","2.7","9","27.8","0.44","0.23","0.61","0.05","4","0.003","2"
"Southern","SM11","2019-09-05","1","Middle Water","0.8","0.077","3.9","72","4.9","2","88","0.31","0.066","0.018","8","1.4","28","2.5","2.6","10","27.6","0.45","0.25","0.63","0.05","4.2","0.004","2.5"
"Southern","SM11","2019-09-05","1","Bottom Water","0.8","0.082","2.1","75","5","27","58","0.28","0.059","0.023","8","1.3","29","2.5","2","28","27.3","0.42","0.27","0.61","0.05","9.6","0.004","4.2"
"Southern","SM11","2019-10-14","1","Surface Water","0.7","0.034","8.6","88","5.7","<1","21","0.14","0.074","0.014","7.9","<0.2","30.5","2.4","1.5","17","29.2","0.25","0.49","0.7","0.04","5.1","0.002","3.7"
"Southern","SM11","2019-10-14","1","Middle Water","0.5","0.033","8.3","77","5","3","18","0.14","0.074","0.013","7.9","0.3","30.6","2.4","1.5","19","29.2","0.25","0.62","0.83","0.04","5.6","0.001","4.5"
"Southern","SM11","2019-10-14","1","Bottom Water","0.5","0.047","7.6","88","5.7","3","7","0.13","0.073","0.017","7.9","0.4","31","2.4","1.6","28","29.3","0.25","0.36","0.56","0.03","10.3","0.002","5.5"
"Southern","SM11","2019-11-07","1","Surface Water","1.3","0.032","10","85","5.8","<1","5","0.08","0.036","0.008","8","3.8","32.2","2.7","0.83","4.8","26","0.15","0.94","1.06","0.04","3.9","0.001","1.6"
"Southern","SM11","2019-11-07","1","Middle Water","1.2","0.012","8.9","94","6.4","4","7","0.063","0.035","0.008","8","4.3","32.2","2.7","0.9","5.4","26.1","0.11","0.61","0.71","0.04","3.8","<0.001","1.4"
"Southern","SM11","2019-11-07","1","Bottom Water","1.1","0.034","8.8","111","7.5","<1","<1","0.075","0.037","0.007","7.9","4.8","32.2","2.7","0.9","6.3","26.1","0.15","0.99","1.1","0.04","5.1","0.001","1.5"
"Southern","SM11","2019-12-09","1","Surface Water","0.5","0.077","2.7","89","6.7","<1","1","0.032","0.027","0.004","8.1","2.1","33.5","1.8","1.1","14","19.3","0.14","0.21","0.27","0.11","5.4","0.003","1.8"
"Southern","SM11","2019-12-09","1","Middle Water","0.3","0.072","2.4","86","6.5","<1","<1","0.059","0.021","0.012","8.1","1.7","33.5","1.8","0.95","12","19.3","0.15","0.19","0.27","0.12","4.1","0.003","1.6"
"Southern","SM11","2019-12-09","1","Bottom Water","0.4","0.064","2.8","91","6.9","<1","<1","0.063","0.022","0.013","8.1","2.6","33.5","1.8","1","17","19.2","0.15","0.18","0.27","0.11","4.3","0.002","2"
"Southern","SM12","2019-01-11","1","Surface Water","0.4","<0.005","0.9","95","7.3","11","14","0.13","0.014","0.016","8","0.3","32.6","3","1.1","10","18.8","0.15","0.24","0.38","0.03","2.4","<0.001","2.4"
"Southern","SM12","2019-01-11","1","Middle Water","0.5","0.009","0.7","98","7.6","25","43","0.13","0.013","0.016","8","1.1","32.6","3","1.1","13","18.8","0.15","0.23","0.37","0.03","2.6","<0.001","2.2"
"Southern","SM12","2019-01-11","1","Bottom Water","0.4","0.014","0.9","97","7.4","18","21","0.12","0.015","0.016","8","0.3","32.7","3","1.2","15","18.8","0.15","0.4","0.54","0.04","4.1","<0.001","2.7"
"Southern","SM12","2019-02-25","1","Surface Water","1","0.016","10","114","8.7","99","120","0.074","0.006","<0.002","8.1","1.5","31.3","2.5","0.1","2.6","19.8","0.1","0.38","0.46","<0.02","0.7","<0.001","1.3"
"Southern","SM12","2019-02-25","1","Middle Water","1","0.026","11","113","8.6","90","170","0.049","0.005","<0.002","8.1","1.5","31.7","2.5","0.28","4.2","19.8","0.08","0.36","0.41","<0.02","1","<0.001","1.1"
"Southern","SM12","2019-02-25","1","Bottom Water","0.8","0.022","8.2","103","7.8","250","370","0.061","0.005","<0.002","8","1.5","32.4","2.5","0.2","3","19.5","0.09","0.48","0.55","<0.02","2","<0.001","1.2"
"Southern","SM12","2019-03-14","1","Surface Water","0.5","0.13","1.2","82","6.2","14","19","0.2","0.011","0.02","8","0.8","30.8","2.2","0.86","5.8","20.7","0.34","0.46","0.67","0.03","2.9","0.005","1"
"Southern","SM12","2019-03-14","1","Middle Water","0.4","0.13","1.3","83","6.2","31","52","0.19","0.011","0.02","8","0.7","30.9","2.2","0.88","5.8","20.6","0.33","0.38","0.58","0.03","3.2","0.005","1"
"Southern","SM12","2019-03-14","1","Bottom Water","0.4","0.13","0.8","86","6.4","1100","1700","0.18","0.009","0.019","8.1","1.9","31.3","2.2","0.79","8.1","20.7","0.32","0.52","0.71","0.03","5.2","0.005","1.2"
"Southern","SM12","2019-04-25","1","Surface Water","1.2","0.061","7.8","82","5.8","<1","<1","0.6","0.034","0.021","8","1.2","25.7","2.8","2.2","7.1","25.9","0.7","0.24","0.87","0.04","0.8","0.003","2.2"
"Southern","SM12","2019-04-25","1","Middle Water","1","0.06","6.9","81","5.7","<1","2","0.58","0.034","0.021","8","1.3","25.8","2.8","2.1","6.7","25.5","0.67","0.23","0.84","0.04","0.8","0.003","1.8"
"Southern","SM12","2019-04-25","1","Bottom Water","0.8","0.064","2.5","91","6.4","16","22","0.29","0.016","0.023","7.9","0.8","27.1","2.8","1.5","6.5","24.9","0.37","0.27","0.58","0.03","1","0.003","2"
"Southern","SM12","2019-05-17","1","Surface Water","1.9","0.014","4.8","110","7.6","93","140","0.29","0.016","0.003","8","3.8","27.2","2.5","0.39","6.9","26.7","0.32","0.2","0.51","<0.02","0.9","<0.001","2.1"
"Southern","SM12","2019-05-17","1","Middle Water","1.7","0.012","5.4","95","6.5","440","720","0.28","0.016","0.003","8","1.9","27.4","2.5","0.39","7.7","26.4","0.31","0.21","0.51","<0.02","0.9","<0.001","2.3"
"Southern","SM12","2019-05-17","1","Bottom Water","1.3","0.036","5.5","103","7.1","3200","4500","0.21","0.011","0.002","7.9","3.2","28.5","2.5","0.37","7.1","25.9","0.26","0.23","0.45","0.02","1","0.001","2.1"
"Southern","SM12","2019-06-17","1","Surface Water","2.7","0.017","29","107","7.2","76","110","0.16","0.023","0.004","7.9","8.8","27.3","2.4","0.48","7","27.9","0.2","0.32","0.5","0.03","2.7","<0.001","3"
"Southern","SM12","2019-06-17","1","Middle Water","1.8","0.022","44","98","6.6","240","430","0.17","0.024","0.004","7.8","13","27.4","2.4","0.61","6.1","27.9","0.22","0.28","0.47","0.02","2.5","<0.001","2.3"
"Southern","SM12","2019-06-17","1","Bottom Water","1.9","0.02","6.5","105","7.1","170","300","0.073","0.015","0.005","7.7","2","28.6","2.4","0.3","7.5","27.7","0.11","0.25","0.34","0.03","2.8","<0.001","2.5"
"Southern","SM12","2019-07-12","1","Surface Water","2.2","0.026","27","101","7","6","14","0.66","0.041","<0.002","7.8","2.9","19.3","2.5","3.9","4.9","28.8","0.73","0.28","0.98","0.03","11.8","0.001","1.9"
"Southern","SM12","2019-07-12","1","Middle Water","2.3","0.034","27","102","5.9","11","18","0.4","0.044","<0.002","7.8","3.4","19.6","2.5","2.9","2.5","28.8","0.48","0.15","0.59","0.03","8.6","0.001","1.1"
"Southern","SM12","2019-07-12","1","Bottom Water","0.7","0.014","6.6","93","4.4","<1","<1","0.3","0.022","<0.002","7.3","0.8","26.8","2.5","2.2","2.8","26.8","0.34","0.27","0.59","0.04","7.5","<0.001","0.7"
"Southern","SM12","2019-08-15","1","Surface Water","2.2","0.041","17","115","7.6","7","19","0.2","0.044","0.005","8.3","4.1","27.1","2.2","0.64","12","29.5","0.29","0.22","0.46","<0.02","2.2","0.005","3.1"
"Southern","SM12","2019-08-15","1","Middle Water","1.5","0.049","13","112","7.3","99","170","0.18","0.047","0.008","8.3","3.5","27.7","2.2","1.1","11","29.3","0.28","0.35","0.58","0.02","2.4","0.005","2.8"
"Southern","SM12","2019-08-15","1","Bottom Water","0.6","0.031","2.5","65","4.2","9","14","0.085","0.049","0.014","8.1","2.1","32.5","2.2","1.4","7.8","28","0.17","0.28","0.41","0.03","1.9","0.002","1.7"
"Southern","SM12","2019-09-05","1","Surface Water","0.7","0.071","2.9","83","5.5","480","1100","0.29","0.057","0.019","8","0.6","28.1","2","2.5","8","28","0.42","0.23","0.58","0.06","4.9","0.004","1.4"
"Southern","SM12","2019-09-05","1","Middle Water","0.6","0.076","2.6","73","4.9","1200","2300","0.27","0.054","0.017","8.1","<0.2","28.7","2","2.3","11","27.4","0.4","0.26","0.58","0.05","4.1","0.004","2.4"
"Southern","SM12","2019-09-05","1","Bottom Water","0.6","0.067","0.8","77","5.1","150","340","0.13","0.027","0.01","8.2","<0.2","30.7","2","1.4","9.8","27.5","0.22","0.35","0.51","0.04","4.4","0.005","1.6"
"Southern","SM12","2019-10-14","1","Surface Water","0.4","0.041","7.8","89","5.7","25","72","0.11","0.072","0.014","7.9","<0.2","31.1","2.3","1.3","13","29.1","0.22","0.26","0.44","0.03","5.6","0.002","2.7"
"Southern","SM12","2019-10-14","1","Middle Water","0.5","0.035","5.3","81","5.3","20","60","0.096","0.064","0.011","7.9","<0.2","31.1","2.3","1","14","29.1","0.2","0.68","0.84","0.04","5.2","0.002","2.8"
"Southern","SM12","2019-10-14","1","Bottom Water","0.7","0.038","6.2","76","4.9","32","76","0.092","0.038","<0.002","7.9","<0.2","31.2","2.3","1","14","29","0.17","0.98","1.11","0.04","4.6","0.002","3.3"
"Southern","SM12","2019-11-07","1","Surface Water","0.9","0.047","3.9","92","6.2","3100","6000","0.041","0.043","0.005","7.9","2","32.8","2.3","1.1","4.5","26","0.13","0.97","1.05","0.05","4.2","0.002","1.2"
"Southern","SM12","2019-11-07","1","Middle Water","0.8","0.034","4.2","92","6.2","2100","3700","0.054","0.044","0.012","7.9","0.8","32.8","2.3","1","4.5","26","0.13","0.84","0.94","0.04","4.5","0.001","1.2"
"Southern","SM12","2019-11-07","1","Bottom Water","0.7","0.026","2.8","98","6.6","1500","2900","0.023","0.054","0.007","7.9","1.7","32.9","2.3","1.4","6.1","26","0.1","0.54","0.62","0.04","5.1","<0.001","1.1"
"Southern","SM12","2019-12-09","1","Surface Water","0.3","0.031","1.2","78","5.9","210","290","0.04","0.023","0.011","8.1","1.9","33.5","1.7","0.96","18","19.9","0.09","0.22","0.28","0.1","8.3","0.001","2.2"
"Southern","SM12","2019-12-09","1","Middle Water","0.3","0.025","2.1","88","6.6","200","280","0.042","0.024","0.012","8.1","1.8","33.6","1.7","0.95","17","19.9","0.09","0.15","0.22","0.08","6","<0.001","2.4"
"Southern","SM12","2019-12-09","1","Bottom Water","0.4","0.027","1.9","91","6.8","140","160","0.047","0.023","0.011","8.1","1.8","33.6","1.7","1","22","19.8","0.1","0.09","0.16","0.1","5.9","0.001","2.9"
"Southern","SM13","2019-01-11","1","Surface Water","0.4","0.012","0.6","88","6.7","<1","<1","0.12","0.013","0.016","8","0.7","32.7","3","1.2","8.8","19","0.15","0.19","0.32","0.03","1.7","<0.001","1.6"
"Southern","SM13","2019-01-11","1","Middle Water","0.6","0.012","0.9","98","7.5","1","1","0.12","0.014","0.016","8","0.5","32.7","3","1.2","8.8","18.9","0.15","0.35","0.48","0.03","1.6","<0.001","1.5"
"Southern","SM13","2019-01-11","1","Bottom Water","0.6","0.009","0.9","98","7.5","<1","<1","0.12","0.013","0.015","8","0.4","32.7","3","1.2","9.1","18.8","0.14","0.2","0.33","0.03","1.9","<0.001","1.9"
